,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA_log,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,THERMOSTAT,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,BATHROOMS,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST_log,HEAT_COST_log,WATERHEAT_COST_log,ELECT_COST_log,TOT_COST_log
825,Apartment in bld with 5+ units,Mixed-Humid,1970-1979,6.954638864880987,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.947695494322382,5.938854596835685,5.467553683793335,6.042989064761373,7.069346778549694
826,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,6.894670039433482,Individual,D: 10-14 yrs,Other individual,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.318902138935325,5.7504115752502045,5.957649198613251,6.968878599956884,7.48923319663183
827,Detached house,Mixed-Humid,1980-1989,7.746300662231439,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,3.0,2,Owned,5.80392942326114,6.058445395833979,5.148250005283415,7.2264417102966085,7.742297849723391
828,Detached house,Hot-Humid,1990-1999,7.247792581767846,Individual,A: -2 yrs,Other individual,0.0,0.0,0.0,0.0,3,1.5-2,2.0,1,Owned,6.552807414211789,5.276020631549426,6.438039608272362,7.525699272474783,8.123880937320397
829,Detached house,Mixed-Humid,1970-1979,7.892452043520352,Central,D: 10-14 yrs,Central heat pump,1.0,0.0,0.0,0.0,4,2.5-3.5,0.0,1,Owned,6.260078472466949,6.949520828214605,5.190732155868099,7.489982071956739,8.169769607091624
830,Detached house,Cold/Very Cold,.<1950,7.533158807455563,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,1.0,0-2,0-1,0.0,1,Owned,6.0859562102007,6.308280574284827,4.851561404021991,6.669967522804199,7.55068753087758
831,Detached house,Hot-Dry/Mixed-Dry,1970-1979,7.243512974665482,Central,F: +20 yrs,Central heat pump,0.0,0.0,0.0,0.0,0-2,1.5-2,2.0,1,Owned,4.814701509882439,4.111693200556713,5.280611539429104,6.77733902925776,7.135352896201242
832,Detached house,Hot-Humid,2000-2009,8.265907334155747,Central,D: 10-14 yrs,Central heat pump,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Owned,6.570714880987815,5.53014311824508,5.78717341688503,7.216533259728651,7.882658256259693
833,Apartment in bld with 2-4 units,Cold/Very Cold,1950-1959,6.595780513961311,Individual,B: 2-4 yrs,Other individual,0.0,1.0,0.0,0.0,,0-1,0.0,1,Rented,4.562784469491653,6.722148331196653,5.565439525034456,7.240728544193323,7.855467155531036
834,Detached house,Hot-Humid,1960-1969,7.427144133408616,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0.0,4,0-1,0.0,1,Owned,0.0,6.76501590846372,5.4054213614622375,7.148455800736674,7.76630248469504
835,Detached house,Hot-Humid,1950-1959,7.385851078125209,Central,D: 10-14 yrs,Central heat pump,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,6.756455531382866,4.348211286179151,5.0632277442154265,7.0250226261385045,7.703662095843597
836,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,6.508769136971682,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.3555024224000256,5.531767620850886,5.527800778408426,6.730230200671724,7.220505503256701
837,Detached house,Mixed-Humid,1980-1989,8.186185994226083,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Owned,5.990814335766395,5.488110938180692,5.871046793628842,6.712275531650401,7.504171270582311
838,Mobile home,Hot-Humid,1980-1989,6.790097235513905,Both central and individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,6.735934396624041,4.885676574690777,6.443908656410141,7.333918038569416,8.049344039616306
839,Detached house,Cold/Very Cold,.<1950,7.138073034044347,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,0-2,0-1,1.0,1,Owned,3.435920817720541,6.50246015642561,5.456175451163617,6.472238096993975,7.362626234703652
840,Detached house,Cold/Very Cold,2000-2009,7.533158807455563,Central,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Rented,4.934114156188513,5.496307198978706,4.982098635954067,6.998135142910733,7.390249327155813
841,Detached house,Hot-Humid,1970-1979,7.88344635413774,Central,F: +20 yrs,Other individual,0.0,0.0,1.0,1.0,3,1.5-2,0.0,1,Owned,6.226516906246328,5.123963979403259,5.708969001343501,7.1952923409204015,7.743135259875485
842,Detached house,Mixed-Humid,1950-1959,7.8156105320351905,Individual,F: +20 yrs,Other individual,0.0,1.0,0.0,1.0,3,1.5-2,0.0,2,Owned,6.452569323753487,7.1311867888323075,5.72342168990855,7.101478258500534,8.131942390558313
843,Mobile home,Cold/Very Cold,1970-1979,6.6293632534374485,Individual,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.114847754444153,6.696466185114933,5.705148208283984,7.378171323173137,7.912108168915409
844,Detached house,Cold/Very Cold,1960-1969,8.029107054619736,Individual,F: +20 yrs,Central furnace,0.0,1.0,0.0,1.0,3,0-1,0.0,1,Owned,5.6683625294249405,6.992904924023819,5.897208811182262,7.07982445931174,7.981808446149543
845,Detached house,Cold/Very Cold,1950-1959,7.3783837129967145,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,1.0,0-2,0-1,0.0,1,Rented,3.86702563949741,7.17685068455813,4.155909917880256,5.586499314041468,7.429040015041155
846,Detached house,Mixed-Humid,1980-1989,7.840312983320164,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,1.0,3,2.5-3.5,2.0,Split-level,Owned,6.310808790693475,6.16732779384089,5.348677725886986,6.644349472297815,7.602481212655297
847,Detached house,Mixed-Humid,.<1950,7.226936018493289,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,0-1,0.0,1,Rented,5.162554915534036,6.421849884176369,6.41908245985728,7.6398875680196845,8.15470136215594
848,Apartment in bld with 2-4 units,Cold/Very Cold,2000-2009,6.680854678790215,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,3.100092288878234,5.5971989892534175,5.0792280855618674,5.675965820659426,6.608391911756496
849,Detached house,Marine,1990-1999,8.108623268354595,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,1.0,0-2,1.5-2,1.0,2,Owned,3.6136169696133895,6.327847494028703,5.880030066661677,7.51415104875831,7.932247287728477
850,Detached house,Marine,.<1950,7.550661243105336,Individual,F: +20 yrs,Central water system,1.0,0.0,1.0,0.0,3,1.5-2,0.0,2,Owned,3.728821061206884,6.676088003727039,6.133181099726462,7.094774119577714,7.823401803399219
851,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1960-1969,6.883462586413092,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.23830059563929,3.2573270112424533,5.235643772019978,5.986678110374021,6.519456974495838
852,Detached house,Mixed-Humid,1960-1969,8.051659556841953,Central,A: -2 yrs,Central heat pump,0.0,1.0,0.0,0.0,+4,2.5-3.5,0.0,2,Owned,6.0646220677257086,5.702214579484039,6.088750047408832,7.364014890435613,7.917871452618757
853,Detached house,Hot-Humid,1990-1999,8.037543185118697,Both central and individual,D: 10-14 yrs,Central furnace,0.0,1.0,0.0,0.0,3,1.5-2,0.0,2,Owned,6.276267478808919,5.758712481514662,6.0249235008516475,7.087281265140624,7.806289289267033
854,Detached house,Hot-Humid,1990-1999,8.142354276849835,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,2.0,2,Owned,6.657523121977194,6.828560545010589,5.01674989509611,7.06678261997301,8.013928908524072
855,Detached house,Cold/Very Cold,.<1950,7.783640596221253,None,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,3,0-1,0.0,1,Owned,0.0,6.184355055251171,5.037796402158628,6.897704943128636,7.394634461702515
856,Detached house,Cold/Very Cold,1950-1959,7.7306140660637395,Individual,C: 5-9 yrs,Central water system,1.0,0.0,1.0,1.0,3,0-1,0.0,1,Owned,5.09809656986625,6.748759547491679,5.272435296833932,7.38654519550849,7.945456238070402
857,Detached house,Hot-Humid,1990-1999,7.496097345175956,Central,B: 2-4 yrs,Central heat pump,0.0,1.0,0.0,0.0,4,1.5-2,0.0,1,Owned,6.874922121886897,5.877063286798006,5.882625767073831,7.393724526749261,8.103482179094222
858,Apartment in bld with 5+ units,Mixed-Humid,1990-1999,7.254177846456518,Both central and individual,A: -2 yrs,Central water system,0.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,4.066459358732565,5.912448395678571,5.967965596819219,7.391815894227973,7.7990645565551695
859,Detached house,Hot-Humid,2010-2015,7.469654172932128,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,3,1.5-2,2.0,1,Owned,5.9631679479528685,4.244630641232919,5.755583973219464,7.010456261214057,7.538856828570201
860,Detached house,Cold/Very Cold,1980-1989,8.320448113956559,Central,B: 2-4 yrs,Central furnace,0.0,0.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,4.88635620469617,6.648090367979724,5.02912987673242,6.848397978774323,7.5988754064574495
861,Detached house,Cold/Very Cold,2000-2009,7.967973179662935,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,1.0,3,2.5-3.5,2.0,3,Owned,5.346535938818511,6.104636970206682,4.667393529168224,6.4935722802542495,7.259896963208227
862,Mobile home,Mixed-Humid,1990-1999,7.050122520269059,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,5.26129024571096,6.240412288103725,5.306831022313242,6.503599313572601,7.360135779099108
863,Apartment in bld with 5+ units,Mixed-Humid,.<1950,6.1903154058531475,Individual,C: 5-9 yrs,Central water system,0.0,1.0,0.0,0.0,0-2,0-1,0.0,1,Rented,4.599956618935204,4.906385272722456,5.340514415247825,6.251441348467541,6.865901502357747
864,Apartment in bld with 2-4 units,Cold/Very Cold,1990-1999,7.258412150595307,None,A: -2 yrs,Central furnace,0.0,0.0,0.0,0.0,,0-1,0.0,1,Rented,0.0,5.515885403529061,6.000894940837068,6.270988431858299,7.072761113566404
865,Detached house,Mixed-Humid,1950-1959,7.844632644464681,Both central and individual,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,0.0,4,1.5-2,0.0,2,Owned,5.312811812698489,6.460498956812166,4.5592309540466465,6.125033439029398,7.238475288937985
866,Detached house,Cold/Very Cold,.<1950,7.390798521735676,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,1.0,0-2,0-1,0.0,1,Owned,4.391481793444637,5.933676523340588,4.76745908903181,6.83290241408007,7.31375357825196
867,Detached house,Cold/Very Cold,2000-2009,8.290292591224315,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,1.0,+4,+3.5,3.0,2,Owned,4.866533950121999,6.98410502220265,6.449095069196826,7.410728150438113,8.158221325857298
868,Detached house,Cold/Very Cold,1950-1959,7.896924656268864,Individual,F: +20 yrs,Central water system,0.0,0.0,0.0,1.0,4,0-1,0.0,1,Owned,4.107754249132018,7.297057129247882,6.28037711219309,6.9390213608561355,8.038999313463597
869,Detached house,Cold/Very Cold,2000-2009,8.326758814511733,Central,C: 5-9 yrs,Central furnace,1.0,1.0,1.0,1.0,3,2.5-3.5,2.0,1,Owned,4.413646418429337,6.962641112466408,5.428116804082881,8.066543461352298,8.422834159127666
870,Detached house,Mixed-Humid,1970-1979,7.649216319820633,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,4.371218435957278,7.556966245871255,3.633895145781177,5.413118182025214,7.719733834387753
871,Detached house,Cold/Very Cold,2010-2015,8.47782846789396,Central,A: -2 yrs,Central furnace,1.0,1.0,1.0,1.0,4,2.5-3.5,3.0,1,Owned,3.9294699190318667,7.272662246646386,6.646117750378156,7.832855096677606,8.472231389706645
872,Detached house,Mixed-Humid,1990-1999,7.976938756959434,Central,F: +20 yrs,Central heat pump,1.0,1.0,0.0,1.0,4,2.5-3.5,0.0,1,Owned,5.580597374085823,6.848228179667483,6.347406722637508,7.950438985492497,8.436475422606863
873,Attached house,Mixed-Humid,1990-1999,7.8407064517494,None,A: -2 yrs,Other individual,0.0,0.0,1.0,1.0,0-2,1.5-2,0.0,2,Rented,0.0,7.303950891083149,6.423750083700587,7.557733964140704,8.298034191224142
874,Apartment in bld with 2-4 units,Marine,1970-1979,7.057036981697891,None,F: +20 yrs,Other individual,0.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Rented,0.0,5.906233402745322,6.616640655394879,7.6471369798816164,8.073212801279738
875,Detached house,Cold/Very Cold,1990-1999,7.627057417018934,Central,F: +20 yrs,Central furnace,1.0,1.0,0.0,1.0,0-2,2.5-3.5,0.0,1,Owned,4.533244446416503,6.2138077782514225,4.023564380161053,6.540943415355051,7.199304862960407
876,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.438971592395862,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,2.0,1,Rented,5.921149373192956,6.682810105721299,5.4232304782468335,7.217091205328748,7.922090630488241
877,Detached house,Cold/Very Cold,1970-1979,7.632885505395133,Central,A: -2 yrs,Central heat pump,1.0,0.0,0.0,1.0,3,1.5-2,2.0,1,Owned,4.641694960670463,6.589861391122117,5.672395001414569,7.335601386871868,7.883476508225129
878,Detached house,Cold/Very Cold,2000-2009,6.602587892189336,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,3.4085039568445934,7.35974131181569,6.362424473116411,7.219715243893441,8.173124172173148
879,Detached house,Cold/Very Cold,1950-1959,7.540090320145325,Individual,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,1.0,4,1.5-2,0.0,1,Owned,4.394078715698023,6.825166833666508,6.237855765141882,7.378115094785908,8.042709140052684
880,Detached house,Mixed-Humid,1970-1979,8.230044310126114,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,5.695246143633915,5.892058490641335,5.925565100331069,7.265142968857127,7.808193013492903
881,Attached house,Hot-Humid,1980-1989,7.152268856032539,Central,A: -2 yrs,Central heat pump,0.0,1.0,0.0,0.0,3,1.5-2,0.0,1,Owned,5.462687082283856,3.2526973733437115,4.668051084027292,6.559771032721974,6.976525459008519
882,Apartment in bld with 5+ units,Cold/Very Cold,2000-2009,7.155396301896734,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Rented,3.8552409913291616,6.314815358839217,6.577388366879903,7.420830370796718,8.001696676000348
883,Detached house,Cold/Very Cold,1950-1959,7.549609165154532,None,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,1.0,3,0-1,1.0,Split-level,Owned,0.0,6.573079427893842,4.468777561082536,6.793656697381025,7.434251475441148
884,Detached house,Hot-Dry/Mixed-Dry,2000-2009,7.857093864902493,Central,None,None,0.0,1.0,1.0,0.0,3,2.5-3.5,2.0,2,Rented,6.649541389779392,0.0,5.9546708862789695,6.973917481235806,7.7072335040843525
885,Detached house,Hot-Humid,2000-2009,8.234564993267135,Central,E: 15-19 yrs,Central heat pump,0.0,0.0,0.0,0.0,3,1.5-2,2.0,1,Owned,6.327525985077267,5.449492194345154,5.656551094950762,7.1560206190701265,7.765301869827045
886,Detached house,Hot-Dry/Mixed-Dry,1990-1999,7.591357046698551,Central,B: 2-4 yrs,Central heat pump,1.0,1.0,1.0,0.0,0-2,1.5-2,2.0,1,Owned,5.984515458019775,4.5682987112121864,5.382382741665704,6.953837016769142,7.470400758477918
887,Detached house,Cold/Very Cold,1990-1999,7.463363045520021,Central,E: 15-19 yrs,Central furnace,1.0,1.0,1.0,1.0,+4,+3.5,3.0,2,Owned,5.069972813441763,6.542356680087056,5.402362016834638,7.465517922333877,7.944059446209873
888,Detached house,Mixed-Humid,.<1950,7.8083230503910555,Individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,1.0,0-2,0-1,0.0,1,Owned,5.856045660000246,6.3934904144686335,5.093627493892074,6.634528227499941,7.5327199738895265
889,Detached house,Hot-Humid,2010-2015,8.165079258805068,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,1.0,0.0,4,1.5-2,2.0,1,Rented,6.678090510677662,5.9075665004901206,5.816217903985989,7.490719222123029,8.0976240879218
890,Detached house,Cold/Very Cold,1970-1979,7.981049759665957,Central,B: 2-4 yrs,Central furnace,1.0,0.0,1.0,1.0,4,0-1,0.0,1,Owned,4.958569771792903,6.090223319131246,4.302036008977389,6.68758231111276,7.284230889430813
891,Detached house,Cold/Very Cold,1980-1989,8.282230063296685,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,1.0,4,2.5-3.5,2.0,2,Owned,5.258484466046314,6.441456777266224,5.243649965205728,7.37917041158814,7.866388768430009
892,Detached house,Cold/Very Cold,.<1950,7.382124365737512,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,1.0,0-2,0-1,0.0,1,Rented,3.8509983035903717,5.83402095157993,5.141312617737872,6.072583598392774,6.898219961998798
893,Detached house,Mixed-Humid,1960-1969,7.192182058713246,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,1.0,0-2,0-1,2.0,1,Owned,5.70621285222791,6.19774674134678,6.0291215382850805,7.500070563080576,8.010655030000526
894,Detached house,Hot-Dry/Mixed-Dry,2000-2009,8.103796712981794,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,0.0,4,2.5-3.5,3.0,1,Owned,5.611411305060508,5.566013544911305,5.2235938203521,6.813389652946416,7.3947819407331075
895,Detached house,Hot-Dry/Mixed-Dry,2000-2009,8.213110697596676,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,0.0,+4,2.5-3.5,2.0,2,Owned,6.369387152209746,5.482636926004664,5.9128811907298235,6.82392791853673,7.654699117897724
896,Mobile home,Cold/Very Cold,1980-1989,6.8885724595653635,Individual,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,0.0,3,1.5-2,0.0,1,Owned,3.6724959748634123,5.6397416074461475,4.779711555463083,5.8436313697725994,6.66165011603058
897,Mobile home,Hot-Humid,1980-1989,6.68586094706836,Both central and individual,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.85208753063934,5.681332345818609,5.2266065189940365,6.831435632108724,7.467930910176074
898,Apartment in bld with 5+ units,Hot-Humid,1970-1979,6.135564891081739,Individual,None,None,0.0,0.0,0.0,0.0,,0-1,0.0,1,Rented,6.098388839429489,0.0,6.15111436463752,6.954457550734647,7.580796686301814
899,Attached house,Hot-Dry/Mixed-Dry,1970-1979,7.392031567514591,Central,C: 5-9 yrs,Other individual,1.0,0.0,0.0,0.0,0-2,1.5-2,1.0,2,Rented,6.286035337763185,4.986684073273742,4.832385436672355,6.419017251680152,7.257975435530853
900,Mobile home,Hot-Humid,1960-1969,7.337587743538596,None,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,0-2,1.5-2,0.0,1,Owned,0.0,6.037035248650441,5.38609927993157,6.795985378139127,7.332532698122674
901,Detached house,Cold/Very Cold,2010-2015,7.110696122978827,Central,A: -2 yrs,Other individual,1.0,0.0,0.0,1.0,0-2,2.5-3.5,2.0,1,Owned,3.3700506526653187,5.534337655675926,5.827945117276624,7.040615196217511,7.473676857848155
902,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1970-1979,6.244166900663736,Central,None,None,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Rented,5.07104028395222,0.0,5.857018450555059,6.525073645145802,7.080909947951275
903,Detached house,Mixed-Humid,1950-1959,6.976348070447749,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,0.0,3,0-1,1.0,1,Owned,5.641481448458822,6.175721729369692,4.371344786327021,6.2759289484037755,7.222989286895833
904,Apartment in bld with 5+ units,Hot-Humid,2010-2015,6.771935555839602,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,0.0,3,0-1,0.0,1,Rented,4.761062205945065,4.3217457037889515,5.038055889672248,6.296906721143309,6.786999077846337
905,Detached house,Hot-Humid,1990-1999,7.161622002939187,None,None,None,0.0,0.0,1.0,0.0,3,1.5-2,0.0,1,Owned,0.0,0.0,6.710973677845981,7.901044088343603,8.16634978240605
906,Attached house,Hot-Dry/Mixed-Dry,1970-1979,6.884486652042782,Central,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,0.0,0-2,1.5-2,2.0,2,Owned,6.648595873463558,6.152434777990901,6.053311950434062,7.289856225051961,8.048609353789208
907,Detached house,Marine,1980-1989,7.617759576608505,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,3.8985324152456466,6.370328973418967,6.4930274035947875,7.489842398958934,8.032967303613646
908,Detached house,Cold/Very Cold,1950-1959,7.96693349840484,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,1.0,4,0-1,0.0,2,Owned,5.491990911678215,6.346232674226486,4.590766955677347,6.310899614740111,7.285636766226409
909,Detached house,Cold/Very Cold,.<1950,8.236420527265391,Individual,F: +20 yrs,Central water system,0.0,1.0,1.0,1.0,4,1.5-2,0.0,2,Owned,5.27877770467342,7.117789274342628,5.277451173866652,7.085809409919525,7.943644286855462
910,Detached house,Hot-Dry/Mixed-Dry,1950-1959,7.65728279297819,Central,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,+4,2.5-3.5,0.0,1,Owned,5.892748574168825,4.774744169959543,5.183916106238061,7.391082256926294,7.730930221614903
911,Attached house,Cold/Very Cold,1990-1999,7.579167967396076,Central,F: +20 yrs,Central heat pump,0.0,0.0,0.0,0.0,0-2,2.5-3.5,2.0,2,Owned,4.835805603060597,6.58041719865007,5.345487171024427,7.3724322467221475,7.880403659725088
912,Detached house,Cold/Very Cold,1960-1969,7.346655163176539,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,0.0,3,1.5-2,1.0,1,Rented,4.679070993827626,7.025742738187048,5.5522616670149585,7.216224787764102,7.954744394297209
913,Detached house,Marine,1970-1979,7.972121128921655,Central,E: 15-19 yrs,Central heat pump,1.0,0.0,1.0,0.0,4,1.5-2,2.0,2,Owned,3.4916472845842277,6.6529404457114625,6.32973873067577,7.57225604095196,8.104531248103983
914,Attached house,Cold/Very Cold,1970-1979,7.366445148327599,Central,D: 10-14 yrs,Central furnace,1.0,0.0,1.0,1.0,3,1.5-2,0.0,2,Owned,4.423528398098894,5.522420457356946,5.058472623510416,6.323426628251309,6.952212258930665
915,Attached house,Hot-Humid,1980-1989,7.835579246669965,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,0.0,3,2.5-3.5,1.0,2,Owned,6.814323334189584,4.213607983048918,4.477109515920573,6.900740734487919,7.6287072973023795
916,Detached house,Marine,2000-2009,7.6362696033793735,None,D: 10-14 yrs,Central furnace,1.0,0.0,0.0,0.0,3,2.5-3.5,2.0,1,Owned,0.0,6.7948329111170205,5.426578646492048,7.5793723409917195,8.031382079644958
917,Attached house,Hot-Dry/Mixed-Dry,1980-1989,6.588926477533519,None,F: +20 yrs,Central furnace,0.0,0.0,0.0,0.0,0-2,0-1,0.0,1,Owned,0.0,3.427514689979529,5.159802146691291,6.38856140554563,6.682020874304
