,UNIT_TYPE,CLIMATE_REGION,DECADE_BUILT,FLOOR_AREA,COOL_TYPE,EQUIP_AGE,HEAT_TYPE,HIGH_CEIL,ATTIC,BASEMENT,BEDROOMS,THERMOSTAT,SIZEOFGARAGE,STORIES,OWNERSHIP,COOL_COST,HEAT_COST,WATERHEAT_COST,HOTTUB,SWIMPOOL,BATHROOMS,ELECT_COST,TOT_COST
2654,Detached house,Cold/Very Cold,1950-1959,1022.0,Individual,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0-2,1.0,1.0,1,Owned,31.5,940.13,288.36,0,0.0,0-1,1608.0,2867.99
2655,Detached house,Hot-Humid,1970-1979,2793.0,Central,F: +20 yrs,Central furnace,0.0,0.0,0.0,3,0.0,,1,Owned,831.24,193.84,347.79,0,0.0,0-1,1570.8500000000001,2943.7200000000003
2656,Detached house,Marine,1990-1999,1760.0,Central,B: 2-4 yrs,Central furnace,1.0,0.0,0.0,3,1.0,2.0,1,Owned,48.3,362.63,190.15,0,0.0,1.5-2,735.72,1336.8000000000002
2657,Detached house,Cold/Very Cold,1950-1959,3489.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,1.0,3,1.0,2.0,1,Owned,178.65,1050.04,618.94,0,0.0,1.5-2,1548.02,3395.65
2658,Detached house,Marine,2000-2009,2760.0,None,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,4,1.0,,2,Owned,0.0,459.95,221.11,0,0.0,2.5-3.5,1317.02,1998.08
2659,Apartment in bld with 5+ units,Hot-Humid,1970-1979,1136.0,Central,None,None,0.0,,,0-2,,,NA,Owned,1400.94,0.0,93.14,0,,0-1,1026.06,2520.1400000000003
2660,Apartment in bld with 5+ units,Mixed-Humid,2010-2015,1616.0,Central,B: 2-4 yrs,Other individual,0.0,,,4,1.0,,NA,Rented,82.02,208.59,596.18,0,,+3.5,1418.98,2305.77
2661,Attached house,Cold/Very Cold,1960-1969,1596.0,None,F: +20 yrs,Other individual,0.0,0.0,1.0,0-2,0.0,,2,Rented,0.0,701.22,323.87,0,0.0,1.5-2,1309.96,2335.05
2662,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,952.0,Individual,C: 5-9 yrs,Central water system,0.0,,,0-2,,,NA,Rented,154.03,207.69,222.01,0,,0-1,902.48,1486.21
2663,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,1044.0,Individual,F: +20 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,26.29,194.56,126.44,0,,0-1,341.25,688.54
2664,Detached house,Cold/Very Cold,1950-1959,2642.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,339.38,570.83,127.03,0,0.0,0-1,652.72,1689.96
2665,Detached house,Mixed-Humid,2000-2009,2200.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,+4,1.0,2.0,2,Owned,376.89,573.01,484.76,0,0.0,2.5-3.5,1484.63,2919.29
2666,Detached house,Cold/Very Cold,1980-1989,7150.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,3,1.0,3.0,2,Owned,6.7,468.63,40.68,0,0.0,2.5-3.5,233.56,749.5699999999999
2667,Detached house,Cold/Very Cold,.<1950,4572.0,Individual,C: 5-9 yrs,Other individual,1.0,0.0,1.0,4,,,2,Owned,108.38,460.58,907.39,0,0.0,2.5-3.5,2534.3599999999997,4010.7099999999996
2668,Detached house,Mixed-Humid,1960-1969,1386.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,1.0,4,1.0,2.0,Split-level,Owned,246.88,387.33,325.17,0,0.0,1.5-2,710.47,1669.8500000000001
2669,Detached house,Hot-Humid,1960-1969,2904.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,3,0.0,,1,Owned,938.98,399.22,68.9,0,0.0,1.5-2,1088.78,2495.88
2670,Detached house,Cold/Very Cold,.<1950,2739.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,3,0.0,,2,Owned,492.48,933.49,355.81,0,0.0,1.5-2,1032.05,2813.83
2671,Apartment in bld with 2-4 units,Mixed-Humid,1960-1969,900.0,Individual,B: 2-4 yrs,Other individual,0.0,,,0-2,1.0,,NA,Rented,96.34,880.24,280.13,0,,0-1,1125.5500000000002,2382.26
2672,Mobile home,Hot-Humid,1980-1989,1196.0,Central,A: -2 yrs,Central furnace,,,,3,1.0,,NA,Rented,445.74,460.75,523.65,0,0.0,1.5-2,1751.09,3181.2299999999996
2673,Detached house,Hot-Dry/Mixed-Dry,1990-1999,1400.0,None,E: 15-19 yrs,Central furnace,1.0,0.0,0.0,0-2,1.0,2.0,1,Owned,0.0,320.94,91.09,0,0.0,1.5-2,519.38,931.41
2674,Apartment in bld with 2-4 units,Cold/Very Cold,1970-1979,1466.0,Individual,B: 2-4 yrs,Other individual,0.0,,,+4,0.0,,NA,Rented,23.04,110.47,508.37,0,,1.5-2,2217.18,2859.06
2675,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,2000-2009,413.0,Individual,B: 2-4 yrs,Other individual,0.0,,,,1.0,,NA,Rented,24.94,21.51,146.17,0,,0-1,327.69,520.31
2676,Attached house,Cold/Very Cold,1980-1989,2060.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,0-2,1.0,2.0,1,Owned,148.14,530.61,358.19,0,0.0,1.5-2,959.09,1996.0300000000002
2677,Detached house,Mixed-Humid,1970-1979,1872.0,Individual,B: 2-4 yrs,Other individual,1.0,0.0,0.0,0-2,1.0,,Split-level,Owned,257.33,1095.82,599.97,0,0.0,1.5-2,2325.51,4278.63
2678,Detached house,Cold/Very Cold,2010-2015,924.0,Individual,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,1,Owned,26.35,694.19,197.8,0,0.0,0-1,739.79,1658.13
2679,Detached house,Hot-Dry/Mixed-Dry,1990-1999,4264.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,4,1.0,3.0,2,Owned,994.31,293.04,159.7,0,1.0,2.5-3.5,1303.65,2750.7
2680,Detached house,Cold/Very Cold,1970-1979,2192.0,Central,F: +20 yrs,Central furnace,0.0,0.0,1.0,4,0.0,2.0,2,Owned,93.74,1013.19,130.08,0,0.0,1.5-2,409.34,1646.35
2681,Apartment in bld with 2-4 units,Cold/Very Cold,1950-1959,902.0,Individual,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,66.42,208.91,111.06,0,,0-1,275.58,661.97
2682,Detached house,Hot-Humid,1960-1969,2352.0,None,E: 15-19 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,0.0,198.28,74.6,0,0.0,0-1,1003.05,1275.9299999999998
2683,Detached house,Hot-Humid,2010-2015,3200.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,4,1.0,2.0,1,Owned,771.22,387.75,667.81,0,0.0,+3.5,2110.1400000000003,3936.92
2684,Detached house,Cold/Very Cold,2000-2009,3343.0,Central,C: 5-9 yrs,Central furnace,1.0,1.0,0.0,+4,1.0,3.0,1,Owned,63.1,1422.99,525.02,1,0.0,2.5-3.5,2856.8,4867.91
2685,Detached house,Hot-Humid,1990-1999,1036.0,Both central and individual,B: 2-4 yrs,Other individual,0.0,0.0,0.0,3,,,1,Owned,516.68,159.82,162.04,0,0.0,1.5-2,779.84,1618.38
2686,Apartment in bld with 5+ units,Cold/Very Cold,1970-1979,929.0,Central,C: 5-9 yrs,Central heat pump,0.0,,,0-2,1.0,,NA,Owned,81.17,165.72,45.0,0,,1.5-2,622.83,914.72
2687,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1970-1979,752.0,Central,E: 15-19 yrs,Central furnace,1.0,,,0-2,0.0,,NA,Rented,80.51,22.1,109.72,0,,0-1,463.81000000000006,676.1400000000001
2688,Detached house,Cold/Very Cold,2000-2009,962.0,None,E: 15-19 yrs,Other individual,0.0,0.0,0.0,0-2,,,1,Owned,0.0,0.0,436.89,0,0.0,0-1,713.18,1150.07
2689,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,748.0,Individual,B: 2-4 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,44.64,804.27,319.16,0,,0-1,1487.75,2655.8199999999997
2690,Apartment in bld with 5+ units,Hot-Humid,2010-2015,889.0,Central,B: 2-4 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,93.42,96.66,214.86,0,,0-1,756.69,1161.63
2691,Detached house,Hot-Dry/Mixed-Dry,1980-1989,1260.0,None,B: 2-4 yrs,Other individual,1.0,1.0,0.0,3,1.0,2.0,1,Owned,0.0,575.8,82.98,0,0.0,1.5-2,764.58,1423.3600000000001
2692,Detached house,Cold/Very Cold,1990-1999,4029.0,Both central and individual,E: 15-19 yrs,Central furnace,1.0,0.0,1.0,4,0.0,3.0,2,Owned,203.23,422.55,225.2,0,0.0,2.5-3.5,1300.91,2151.8900000000003
2693,Attached house,Hot-Dry/Mixed-Dry,1950-1959,720.0,None,C: 5-9 yrs,Other individual,0.0,0.0,0.0,0-2,,,1,Rented,0.0,51.61,188.39,0,0.0,0-1,320.82,560.8199999999999
2694,Detached house,Cold/Very Cold,.<1950,3263.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,3,0.0,,1,Owned,559.29,1478.53,135.01,1,0.0,1.5-2,1278.19,3451.02
2695,Detached house,Mixed-Humid,1990-1999,3700.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,1.0,4,1.0,2.0,2,Owned,226.28,2299.8,920.78,0,0.0,2.5-3.5,3512.29,6959.150000000001
2696,Detached house,Hot-Dry/Mixed-Dry,1950-1959,1238.0,Central,E: 15-19 yrs,Central heat pump,0.0,0.0,0.0,0-2,1.0,1.0,1,Owned,22.61,145.82,197.3,1,0.0,0-1,317.65,683.38
2697,Detached house,Cold/Very Cold,1980-1989,1440.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,3,1.0,,1,Rented,66.14,399.3,163.8,0,0.0,1.5-2,449.96000000000004,1079.2
2698,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1950-1959,687.0,Individual,E: 15-19 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,38.8,38.1,119.36,0,,0-1,396.02,592.28
2699,Detached house,Cold/Very Cold,1990-1999,2720.0,Individual,F: +20 yrs,Other individual,1.0,0.0,1.0,3,0.0,2.0,1,Owned,32.48,752.62,248.78,0,0.0,2.5-3.5,1662.59,2696.4700000000003
2700,Attached house,Cold/Very Cold,2000-2009,1296.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,0-2,1.0,1.0,1,Owned,74.0,504.15,191.84,0,0.0,0-1,1079.06,1849.05
2701,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,1428.0,Individual,E: 15-19 yrs,Central furnace,1.0,,,0-2,1.0,,NA,Rented,60.61,1431.68,220.79,0,,0-1,1421.3600000000001,3134.44
2702,Apartment in bld with 5+ units,Cold/Very Cold,.<1950,977.0,Central,D: 10-14 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,38.63,328.36,141.64,0,,1.5-2,399.34000000000003,907.97
2703,Detached house,Hot-Humid,1980-1989,1050.0,Central,B: 2-4 yrs,Central furnace,0.0,0.0,0.0,0-2,,,1,Owned,201.2,162.19,172.77,0,0.0,0-1,508.54,1044.7
2704,Detached house,Cold/Very Cold,1990-1999,1455.0,Central,A: -2 yrs,Central furnace,1.0,0.0,0.0,3,0.0,,1,Occupied,67.1,524.66,231.65,0,0.0,1.5-2,1346.64,2170.05
2705,Detached house,Marine,.<1950,924.0,None,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,1,Owned,0.0,108.22,302.0,0,0.0,1.5-2,458.6,868.82
2706,Detached house,Cold/Very Cold,1950-1959,2216.0,None,B: 2-4 yrs,Central furnace,0.0,0.0,1.0,+4,1.0,,1,Owned,0.0,386.22,201.83,0,0.0,0-1,1134.02,1722.0700000000002
2707,Mobile home,Cold/Very Cold,1980-1989,1051.0,Individual,F: +20 yrs,Central furnace,,,,3,0.0,,NA,Rented,13.42,113.03,272.47,0,1.0,1.5-2,1007.13,1406.05
2708,Detached house,Cold/Very Cold,2000-2009,3588.0,Central,E: 15-19 yrs,Central furnace,1.0,1.0,0.0,4,0.0,2.0,2,Owned,118.45,357.43,185.96,0,0.0,2.5-3.5,1342.31,2004.15
2709,Detached house,Marine,2000-2009,3600.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,1,Rented,27.83,79.83,239.21,0,0.0,1.5-2,698.62,1045.49
2710,Detached house,Mixed-Humid,.<1950,2268.0,Central,F: +20 yrs,Central furnace,1.0,0.0,0.0,4,0.0,,2,Rented,1038.9,1112.36,265.51,0,0.0,1.5-2,1525.9099999999999,3942.6800000000003
2711,Apartment in bld with 2-4 units,Cold/Very Cold,2010-2015,992.0,None,A: -2 yrs,Other individual,0.0,,,0-2,1.0,,NA,Rented,0.0,375.26,931.28,0,,0-1,607.0,1913.54
2712,Attached house,Mixed-Humid,1990-1999,2172.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,1.0,3,1.0,1.0,2,Owned,215.74,637.53,198.75,0,0.0,2.5-3.5,667.4399999999999,1719.46
2713,Detached house,Mixed-Humid,1970-1979,3188.0,Central,A: -2 yrs,Central furnace,0.0,1.0,1.0,4,1.0,2.0,2,Owned,552.68,969.15,385.63,0,1.0,2.5-3.5,1713.8300000000004,3621.2900000000004
2714,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,2000-2009,726.0,Central,E: 15-19 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,72.59,43.08,281.39,0,,0-1,698.1899999999999,1095.25
2715,Detached house,Cold/Very Cold,1970-1979,1920.0,Individual,F: +20 yrs,Other individual,1.0,1.0,1.0,0-2,,,2,Owned,46.05,1375.25,220.47,0,0.0,0-1,822.9000000000001,2464.67
2716,Detached house,Hot-Humid,1990-1999,2224.0,Central,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,,1,Owned,719.18,272.54,405.03,0,0.0,1.5-2,1166.2000000000003,2562.9500000000003
2717,Detached house,Cold/Very Cold,2000-2009,3492.0,Central,E: 15-19 yrs,Other individual,1.0,1.0,1.0,0-2,1.0,2.0,2,Owned,99.13,218.3,213.42,0,0.0,1.5-2,1214.9299999999998,1745.7799999999997
2718,Detached house,Hot-Dry/Mixed-Dry,1950-1959,2336.0,Central,F: +20 yrs,Central furnace,1.0,0.0,0.0,3,0.0,2.0,1,Owned,156.54,28.19,157.56,0,1.0,1.5-2,926.3,1268.59
2719,Detached house,Hot-Humid,1980-1989,2415.0,Central,B: 2-4 yrs,Central furnace,1.0,1.0,0.0,4,0.0,,2,Owned,1082.04,149.91,232.34,0,0.0,+3.5,859.54,2323.83
2720,Detached house,Mixed-Humid,1980-1989,5124.0,Central,E: 15-19 yrs,Central heat pump,1.0,0.0,1.0,4,0.0,2.0,1,Owned,212.26,626.17,228.94,0,0.0,2.5-3.5,1489.05,2556.42
2721,Apartment in bld with 2-4 units,Mixed-Humid,2000-2009,1069.0,Central,D: 10-14 yrs,Central furnace,0.0,,,0-2,1.0,,NA,Rented,77.78,102.28,221.4,0,,0-1,303.26,704.72
2722,Attached house,Mixed-Humid,1980-1989,971.0,Individual,D: 10-14 yrs,Other individual,0.0,1.0,0.0,3,1.0,1.0,1,Occupied,96.91,579.96,360.64,0,0.0,1.5-2,786.97,1824.48
2723,Apartment in bld with 2-4 units,Mixed-Humid,1990-1999,1177.0,Central,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,99.38,506.93,377.05,0,,1.5-2,1534.4299999999998,2517.79
2724,Apartment in bld with 5+ units,Marine,1970-1979,608.0,None,A: -2 yrs,Other individual,0.0,,,0-2,,,NA,Rented,0.0,144.03,239.0,0,,0-1,663.37,1046.4
2725,Apartment in bld with 5+ units,Mixed-Humid,1970-1979,968.0,Central,B: 2-4 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,90.08,270.0,792.46,0,,1.5-2,1266.04,2418.58
2726,Detached house,Hot-Humid,1990-1999,6426.0,Central,F: +20 yrs,Central furnace,1.0,1.0,0.0,+4,1.0,3.0,2,Owned,2860.01,562.97,206.63,0,0.0,+3.5,2047.3099999999995,5676.92
2727,Detached house,Hot-Dry/Mixed-Dry,1950-1959,736.0,Individual,None,None,0.0,0.0,0.0,0-2,,,1,Rented,131.3,0.0,115.0,0,0.0,0-1,723.5,969.8
2728,Detached house,Cold/Very Cold,2000-2009,1500.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,3,0.0,,1,Owned,66.66,743.48,426.07,0,0.0,1.5-2,1913.79,3150.0
2729,Apartment in bld with 5+ units,Hot-Humid,2000-2009,1218.0,Central,C: 5-9 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Rented,195.15,158.87,623.05,0,,0-1,1040.06,2017.1299999999999
2730,Detached house,Hot-Dry/Mixed-Dry,1950-1959,1112.0,Central,E: 15-19 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,163.62,325.97,264.7,0,1.0,1.5-2,705.39,1459.6799999999998
2731,Detached house,Cold/Very Cold,1970-1979,3054.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,1.0,4,1.0,2.0,1,Owned,193.29,577.89,169.25,0,0.0,2.5-3.5,692.39,1632.82
2732,Detached house,Hot-Dry/Mixed-Dry,1970-1979,2060.0,None,None,None,0.0,1.0,0.0,3,,2.0,1,Rented,0.0,0.0,384.79,0,0.0,1.5-2,517.39,902.1800000000001
2733,Mobile home,Mixed-Humid,1990-1999,1105.0,Central,F: +20 yrs,Central furnace,,,,0-2,0.0,,NA,Owned,301.18,1135.05,250.38,0,0.0,1.5-2,1846.93,3533.54
2734,Detached house,Hot-Dry/Mixed-Dry,.<1950,1721.0,None,C: 5-9 yrs,Central furnace,0.0,1.0,0.0,3,1.0,1.0,1,Owned,0.0,206.78,236.36,0,0.0,1.5-2,1119.19,1562.33
2735,Detached house,Hot-Dry/Mixed-Dry,1980-1989,1600.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,0.0,3,0.0,2.0,1,Owned,185.88,123.06,87.11,0,0.0,1.5-2,1395.27,1791.32
2736,Detached house,Cold/Very Cold,1980-1989,2616.0,Central,C: 5-9 yrs,Central furnace,1.0,0.0,1.0,3,1.0,2.0,1,Owned,21.02,534.03,164.02,1,1.0,1.5-2,545.5500000000001,1264.62
2737,Attached house,Cold/Very Cold,1980-1989,2306.0,Individual,C: 5-9 yrs,Other individual,0.0,1.0,0.0,0-2,0.0,1.0,3,Owned,123.41,937.83,298.3,0,0.0,1.5-2,852.2800000000001,2211.82
2738,Detached house,Hot-Dry/Mixed-Dry,2000-2009,3255.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,812.77,260.17,210.18,0,1.0,1.5-2,987.78,2270.9
2739,Mobile home,Marine,1970-1979,1296.0,Individual,D: 10-14 yrs,Central furnace,,,,0-2,1.0,,NA,Owned,32.74,346.25,374.28,0,0.0,1.5-2,1545.26,2298.5299999999997
2740,Detached house,Mixed-Humid,2000-2009,3646.0,Central,C: 5-9 yrs,Central heat pump,1.0,1.0,0.0,4,1.0,3.0,Split-level,Owned,347.84,657.83,844.3,0,1.0,2.5-3.5,3475.04,5325.01
2741,Apartment in bld with 5+ units,Cold/Very Cold,.<1950,888.0,Individual,F: +20 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,24.01,145.7,351.66,0,,0-1,1085.94,1607.31
2742,Apartment in bld with 5+ units,Marine,1970-1979,840.0,Individual,C: 5-9 yrs,Other individual,1.0,,,0-2,,,NA,Rented,6.07,62.13,169.0,0,,0-1,292.93,530.13
2743,Detached house,Hot-Humid,1960-1969,996.0,Central,D: 10-14 yrs,Central furnace,0.0,0.0,0.0,3,1.0,2.0,1,Owned,503.86,226.88,284.16,0,0.0,1.5-2,474.17999999999995,1489.08
2744,Apartment in bld with 5+ units,Marine,1980-1989,619.0,None,B: 2-4 yrs,Other individual,0.0,,,0-2,0.0,,NA,Rented,0.0,34.61,108.1,0,,0-1,381.48,524.19
2745,Detached house,Mixed-Humid,1950-1959,1496.0,Both central and individual,F: +20 yrs,Central water system,0.0,0.0,0.0,3,,,1,Rented,470.34,709.7,238.08,0,0.0,0-1,1246.64,2664.76
2746,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1960-1969,584.0,Individual,C: 5-9 yrs,Other individual,0.0,,,,0.0,,NA,Rented,61.23,38.38,65.0,0,,0-1,221.13000000000002,385.74
2747,Apartment in bld with 5+ units,Mixed-Humid,1980-1989,875.0,Central,C: 5-9 yrs,Central heat pump,0.0,,,0-2,0.0,,NA,Rented,69.61,90.04,348.1,0,,0-1,833.39,1341.1399999999999
2748,Detached house,Cold/Very Cold,1960-1969,2102.0,Central,E: 15-19 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,1,Owned,55.37,785.64,172.41,1,0.0,1.5-2,830.83,1844.25
2749,Detached house,Hot-Humid,2000-2009,4124.0,Central,C: 5-9 yrs,Central heat pump,1.0,0.0,0.0,3,1.0,2.0,1,Owned,627.31,121.73,302.77,0,0.0,1.5-2,485.08000000000015,1536.89
2750,Attached house,Marine,1970-1979,586.0,Central,C: 5-9 yrs,Central furnace,0.0,0.0,0.0,3,1.0,1.0,1,Owned,27.18,224.13,122.1,0,0.0,0-1,557.33,930.74
2751,Detached house,Marine,1980-1989,2021.0,None,F: +20 yrs,Other individual,0.0,1.0,0.0,0-2,0.0,2.0,1,Owned,0.0,877.08,321.46,0,0.0,0-1,1481.34,2679.88
2752,Mobile home,Hot-Humid,2000-2009,2496.0,Central,E: 15-19 yrs,Central furnace,,,,4,0.0,,NA,Owned,102.61,110.53,149.74,1,0.0,2.5-3.5,1099.3200000000002,1462.2000000000003
2753,Mobile home,Cold/Very Cold,1970-1979,1277.0,Individual,E: 15-19 yrs,Central furnace,,,,3,0.0,,NA,Owned,64.7,280.91,307.47,0,0.0,1.5-2,513.6999999999999,1166.78
2754,Detached house,Cold/Very Cold,.<1950,2704.0,Both central and individual,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,3,1.0,,2,Owned,110.42,529.77,263.8,0,0.0,0-1,1765.97,2669.96
2755,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,1990-1999,865.0,Central,E: 15-19 yrs,Central furnace,0.0,,,0-2,0.0,,NA,Owned,113.81,74.72,180.61,0,,0-1,312.12,681.26
2756,Detached house,Hot-Humid,2000-2009,3292.0,Central,A: -2 yrs,Central heat pump,1.0,1.0,0.0,3,1.0,2.0,1,Owned,547.15,55.58,202.37,1,0.0,1.5-2,1217.98,2023.08
2757,Mobile home,Hot-Humid,1990-1999,1040.0,Individual,D: 10-14 yrs,Central furnace,,,,3,0.0,,NA,Rented,845.13,130.67,1005.14,0,0.0,1.5-2,1754.46,3735.4
2758,Attached house,Hot-Dry/Mixed-Dry,1980-1989,1071.0,Central,F: +20 yrs,Central heat pump,1.0,1.0,0.0,0-2,1.0,,2,Owned,203.6,22.31,243.22,0,0.0,1.5-2,668.87,1138.0
2759,Apartment in bld with 5+ units,Cold/Very Cold,2010-2015,567.0,Central,A: -2 yrs,Central water system,1.0,,,0-2,0.0,,NA,Rented,27.39,110.24,216.54,0,,0-1,1091.1999999999998,1445.37
2760,Detached house,Mixed-Humid,1950-1959,1656.0,Central,F: +20 yrs,Central furnace,0.0,1.0,0.0,3,0.0,,1,Rented,246.03,592.73,289.56,0,0.0,0-1,896.53,2024.85
2761,Detached house,Hot-Humid,2000-2009,1184.0,Central,D: 10-14 yrs,Central furnace,1.0,1.0,0.0,3,1.0,2.0,1,Owned,353.43,356.3,252.88,0,0.0,1.5-2,685.6299999999999,1648.2399999999998
2762,Detached house,Mixed-Humid,2000-2009,5146.0,Central,D: 10-14 yrs,Central heat pump,1.0,1.0,1.0,4,1.0,3.0,2,Owned,298.52,1914.96,766.72,0,0.0,+3.5,4327.68,7307.88
2763,Apartment in bld with 2-4 units,Cold/Very Cold,.<1950,1458.0,Individual,C: 5-9 yrs,Central water system,0.0,,,3,0.0,,NA,Rented,96.53,434.37,190.4,0,,0-1,619.95,1341.25
2764,Detached house,Hot-Humid,1980-1989,1315.0,Central,B: 2-4 yrs,Central furnace,0.0,1.0,0.0,3,1.0,2.0,1,Owned,251.1,836.51,656.66,0,0.0,1.5-2,2465.9,4210.17
2765,Detached house,Hot-Humid,1980-1989,2372.0,Central,F: +20 yrs,Central heat pump,1.0,1.0,0.0,4,0.0,2.0,1,Owned,553.25,223.02,264.7,0,0.0,2.5-3.5,1024.31,2065.2799999999997
2766,Detached house,Mixed-Humid,1980-1989,1754.0,Individual,F: +20 yrs,Other individual,0.0,0.0,0.0,0-2,,,2,Owned,379.9,913.95,422.15,0,0.0,1.5-2,868.67,2584.67
2767,Detached house,Cold/Very Cold,.<1950,2524.0,Individual,F: +20 yrs,Central furnace,0.0,1.0,1.0,3,0.0,,2,Owned,58.88,1188.52,206.66,0,0.0,1.5-2,532.5,1986.5600000000002
2768,Detached house,Hot-Dry/Mixed-Dry,1970-1979,1960.0,Central,None,None,0.0,0.0,0.0,4,,2.0,1,Rented,205.28,0.0,156.77,0,0.0,2.5-3.5,752.88,1114.93
2769,Detached house,Cold/Very Cold,1960-1969,2636.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,+4,1.0,2.0,1,Owned,95.9,314.58,235.55,0,0.0,1.5-2,1030.53,1676.56
2770,Detached house,Mixed-Humid,1950-1959,1480.0,Central,E: 15-19 yrs,Central furnace,0.0,0.0,0.0,0-2,0.0,,1,Owned,267.07,752.25,102.46,0,0.0,0-1,312.82,1434.6
2771,Detached house,Mixed-Humid,1980-1989,3630.0,Central,D: 10-14 yrs,Central furnace,0.0,1.0,1.0,3,1.0,2.0,2,Owned,448.98,816.02,159.96,0,1.0,2.5-3.5,997.8799999999999,2422.84
2772,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,952.0,Individual,C: 5-9 yrs,Other individual,0.0,,,0-2,1.0,,NA,Rented,20.96,129.68,62.0,0,,1.5-2,607.05,819.6899999999999
2773,Apartment in bld with 5+ units,Hot-Dry/Mixed-Dry,2000-2009,1688.0,Central,C: 5-9 yrs,Central furnace,1.0,,,0-2,1.0,,NA,Rented,298.13,124.81,185.43,0,,1.5-2,886.87,1495.24
2774,Detached house,Cold/Very Cold,1970-1979,2560.0,Individual,C: 5-9 yrs,Central furnace,0.0,1.0,1.0,0-2,0.0,,2,Rented,115.66,787.43,120.29,0,0.0,1.5-2,794.09,1817.4699999999998
2775,Apartment in bld with 5+ units,Marine,1960-1969,1039.0,None,B: 2-4 yrs,Other individual,1.0,,,0-2,1.0,,NA,Rented,0.0,72.62,40.42,0,,1.5-2,472.81,585.85
2776,Mobile home,Hot-Humid,2000-2009,1216.0,Central,D: 10-14 yrs,Central furnace,,,,3,0.0,,NA,Owned,408.85,460.06,287.74,0,0.0,1.5-2,1481.6,2638.25
2777,Detached house,Hot-Humid,1990-1999,1444.0,Both central and individual,B: 2-4 yrs,Central heat pump,0.0,1.0,0.0,0-2,1.0,2.0,1,Owned,533.8,129.87,270.92,0,0.0,1.5-2,859.4300000000001,1794.02
2778,Apartment in bld with 5+ units,Cold/Very Cold,1980-1989,696.0,Individual,F: +20 yrs,Other individual,0.0,,,0-2,,,NA,Rented,20.15,205.57,241.18,0,,0-1,652.85,1119.75
